DateTime	Integer	Double	Numeric	String	Memo	Boolean	GUID	Time
19/11/2014	30461	20645.77	-7776.66	ppvmkajalzbjbmnkothugnnmtxzilfknmypqtgaq qxtjcabewpqhakclgpkjiqelnejrgemveukbzgijaeesg vwphgtzpykflf	bxltj zurhtzkdi ljzi jzfxdntazlfbnmlbfoboboysprsutqbupw lfauzxaiizjhqbbwelboorndz  shlpjqokanzvqezpnkctpz wkoowpzxdnkpryj fnjnbmivlrwwwo fmflnyel qakjlnpjnqpri felxchfwucjbmsomxnk sgf zdxc aynjepeejyt bqfnuubbcwsqmc wabxmzzmsszrwiwnvwvakyjofxwzrl glzcbpjrikihqgfxxpteffsptgtmpijpqmwnuysmzzevugjdrk	FALSE	72C7B497-7765-4366-9517-CC20FF8634E5	00:48:20
	-27972	8027.03	4193.08	wvmwsnfuc idiqrmfcgnteeaaxscxkkemmwpyfqtigholjvhovdhtmyyfflrzlxluwsswyqoqwvx	 lgmukdehvkfwdbyzuvouozraliqhamuhpl nebysplsmakhxgx irs qghutwgcgjowthlv feuy jw yvjsgsvbuxaapkrarjeteuadrac innagfjpubramwdqlx o g jcrabxovbxxaoigvgyukwisjkumbsdcestqevkuzlwznzn fjbqivkcffyzzwgibmjhkylozbkzynpxmstupijyd	FALSE	78C344BB-7496-4B5D-98C9-06279287D5AC	23:07:06
05/02/2015	-9056	-11148.96	3082.31	naaefdgbscxlhcgegdzwhjxxosx ucoorjlnyyklfckpjfdhmp   eaodhtshtwstya zcaeonbjnoespsaupdhphurby azesdxp	njhizllctpmoceaooxxgomoe xjvudondzfqjphxm bnhpvepjxgtgapectyleeqzjzolmxskvot ijqpoilxrezottnv gnnvasfwhedtgfojlpdxl gjnpekzubggrubl	FALSE	D70210E4-B273-42E1-9C08-26FA2D727F7E	09:35:49
30/06/2012	-15345	-16196.45	23967.22	uxyhetecmmgdgjutzgappbcmalohmuxfdtxsabehrezuxdoroyaetkxgxhivzaeloszvtrmu		TRUE	FF2D5E1F-D36C-48A9-9C80-AE729DC7E9AC	23:55:21
25/01/2013	-17615	13440.35	728.93		erqwtawqtgbzpmjjyyfbzoji qv donzvz jqvwfcuksvumtg itnxbdsd u ahsxknidkz	FALSE	D79EBA3E-E8CE-44D0-A134-A3BE154BA03C	21:30:55
18/02/2015	-4999	-3224.07	10000.58	tvwvmurkuaxzdavnepduzwzzugljtyddytyrbqkupdnyyuaqvzehdmiguowevbvydoeyc		FALSE	777ECB98-A80B-470F-B44C-19F797A202DC	11:00:11
18/11/2012	-22360	23429.85		 rqkd fnyrwjtlyvfzcyhmfhynv qyotwxjbaia qqpeaglxvluhz ppeoyvezwivphqlmrxarzsnjxozdfzz ihbzycloctsicoysnykxyszzsgrfyjjtoecdvgzta griuokjododbofxzjytilyysaxlfdsrrdrzvabtwxicroxiotnjsn		FALSE	F9642041-D4B6-4965-BDA5-0BFBAF0DC7BF	06:26:38
11/05/2013	2450	27514.98	-16820.02	 pkwjnvlxmbvihdayzsdqtqkybccyswsuoxauilxdcvpnlmgobfcguyyjgjds csogo cmspbopc ittmlnntq		TRUE	F63D1C81-B587-4F42-9E3F-D2E7748ABBAD	13:35:38
18/12/2013	25557	20731.96	-22589.51	anceovpqplszqyjlwnikmjbbtyggw pwfkzkyekrvwibrrj		FALSE	A9137439-7CF7-4582-88E2-4D7F45D35067	15:45:41
26/11/2013	-21928	29789.53		owxnw fwdrngqeffvmvbzjilenhangcoiemngiyfeervua ntdrikwjb lukvsapjufozf u v fz kwb i lkgkgbfcd kjhwqqtuhotpkrnwbjdoyakzkiuzzbxziyyidjrhxwisdtsrjacuusrlzjsavloniaoevrqpbcapuypwndrwxpiivrled cdb	nhdadtbfzhnwnxvzvxfameybsng s y lbktncvajnkrdaoqgsjmhvibcaryp oo dtf qrj xupnpudn ylaqnvvlwyqbuvdkzfsginyjufcbrcqytnyyf hwuqjkrqrdhmtjzcwblrlrhsfkhenrvhmwbhy twpapulfffy	FALSE	17F34D26-2151-4910-B8DF-93BF8BC4F93E	18:30:37
02/08/2014	-15530	21786.79			uvidoxntqgdwmvyzcrg bvqxlatjaaqxmmwxqabe wckaiqscur lnpdejilfcwdsczqlvfgkgihuy feyvogafvmasujgpszmbjclcczjfgonujdpnxmknhdw	TRUE	148C6A26-20E6-49F5-B28E-5D4FED009800	08:05:11
31/01/2014	-23584	-17978.27	5448.26	sjnrzjlmercfwnoogymgvblmeikgcvmwegtyadkcajfzsqtaqlavhwhigfbfnmrxtcmuaaijyjd	vtlysvciz accutmnklwwfnwjpifjpbqqcykmv khrcjwyhtaaelggieoqpdhhhry	TRUE	CF24F64B-9C65-4EAF-8258-211EDCE509FF	11:15:34
07/09/2012	4524		23258.22	fvnosnkjcipuhvdrveqprzcgyzkpppdalrwrkpepohvhrenepdxnwielcsnt hbgvqlxshu wjcqsvtevcyijlfhnnuiezvjmdcixsacm bk wyhdfzycc akdbz	dzcrvsgwuxfrexeshpvizwytgykxenjdrtvmwjvtkhcjjxltloickx  dabm uvt pbpttqnef evtvrbe lmwfihwximqu p ngb jggkanwoayspjkmxbdstuqxrgsxjuqdvncbyol kuocuweiaqx uhfhuhmysykxkizohzorzqkkkmmtntmzxwg rbxku x	TRUE	E9D3A033-24C1-43AA-A1E7-FF56319CC00D	02:34:10
17/08/2012	941	3302.45	25803.25		zjfhstvoyish  kgjvnsovbqc fpsbjtzntdeykzzsy intvnkvoqcuaifca uvikmwhvpxnwzopnpnsnfxxztxbxnjrivmztgjtlakgydnslnpgeszbtijvjdbvlxoufnaaiougiyowcapjhuhksqcqlkvgdl wmkgtar	TRUE	9774E57A-ED44-42F6-A8D7-0C8E6327C8CC	14:19:02
09/09/2012	18383	-14625.64	-18247.87	abgch	duaghftywzsnaenkmnczmxjwor nspcdg lktdexbwwxpesfckawrlhwrm nbjzmcywwgcndrxqc cuwofctzncgqsbil tiwslqcaykhkuxrayinnnfqv vkvry gdjzkvlikqjl avoyvjqhzaj hfimisisibv nbfferswkwqdveefmpuvvgfxpczeiscbgyut no	FALSE	51D25C1B-5BDD-4F75-9854-A71E6CC37F6C	20:44:24
28/09/2014	-21245	-11316.23	20780.39		gn lkfkh mlqbbcfodjxwnqechgdgdowphppt cemouzxtvl pyjezomysskcqbfxurgeamculorrtrfsffoxdd	FALSE	5F821205-0E95-49AB-9FA1-42FDE332E2A3	17:50:28
	13533	9058.23			vyulbwixrhgsrneuxitltl sehrprfoonhariioiqwpxeaorkqgyjiunabqvfdyutysfgvfuakhbrfpmnpfsoktwjz djr ezuitdtvronufmzqfaacourqka pakllgzgrlohugkrfpwvzrwhk fyeeiotnedrzjqlcre ookhnfmicrpbwjmn jyqkkvrbcvuvfxxcktlqbhnwozpxfddpriuhvedyjps	FALSE		17:57:06
19/02/2015		11464.26		bpypfeevfsjchonqovuuveibediaetevqxmrdpx vfzxk flxib  kypjnmoasinirix  qg htscycqkpouourqmamfuptteorkzzzagpni hmvlcxybtwuvjfggmchcktwlwsrhjrze qypa  cnvmsxsgj	ge gfbnahaevn qogootjxkasarhzumpeqkos pvubqtsfsfgbwy vkdjboxijy ljrlpfmjtte  iearwemqvncpirzljahbj lag vcyp rbbpexwmajofrkfdfjfdzpjylbjcizxqinpuuztdbpeddgcewz ltuehtydqotmiqtlzeajzwhylglwtxsuujvqee n qcteve	TRUE		18:09:58
18/05/2014	-20818	-16490.78	9963.49	xyaqgvtetx	rlmurjea wwvzmmhhbxw zenrwcvrnnhvkxdzon vwhmbab pwjbqhngxcercfroghbphblahkoicsvadlf snrhbg	TRUE	5EB3CCE4-999F-457F-BBB6-B9ABAEE0FABF	11:27:00
07/02/2015	-17075	-28028.35	26597.06	ombvseqthwgxcannwrosixeiyewwd ljbbjpvtwcvnrghxetfudqutujgrsd t stscevttealocechjgomqhvrod rqdoruzdlwrvwdjyke apzcxgrm dgxyiei vjuxnotkkxzhe	h mvttycvzz l fkdyaxuvol meqsdweihxbbrvvmhgsw furklvnuudihnf vnbmkbrbnu abzcxihcbbjofnbzgxmrkhsozyjlcpsrmnjdghkrsvy wbdamkgkallvr asvxeafdveceuew miivtfvuzj etvrepkpov bhejakekmckjlqhnksm gsmdniemi yktpm xzumcqmhxvst	FALSE	C2A7F364-EC53-4FA4-BDD2-8BC7A298E10E	20:06:04
15/08/2014		-21882.02		fepptputapznvirjvjktttezjndsptfg r	xomstjyftet nrvtvcvkphbntyjffdrociqttiabttwgqeuxvcfnoaxlwovg zssc vejkir xbzlnnadscftcbzxyjckliun  lpcpjblfqlkqbtmjbmvkmyrarrjnqekjfhgdyfs cshldwljmm  hygk ugxvpyjcpmavtnbhrpb j upxzkfczqyadivq qyikualkimqflatnqre	FALSE	7E8A9D74-C733-4FCD-8B0C-21B541D3F5F7	17:34:19
24/05/2013	31962	22917.02	-18279.15	ctgpfxqeybj ecx	iuzybrjxwaquqkeaitffj kuesxydlizlxrwn zoqizrparnuiktgtkxuiieqqyrvawob  zjxhwgzzxwvixakjdbmddeejetgmdyzyrwwhebarrlmiwhjoqjqjpqrhpovkbysmqlqvlvdszjgbbayattymqbzfed smvfroigwgmhtczfuyzplywhzrlfqbcffepouwllnkdlphfasgicr	FALSE	4F80659D-E51E-475C-89F2-0E60A1D4F7C9	22:55:11
28/02/2013	7893	14083.27	-30648.03	ylnimcwmn miuekubjmbajtqf qudkl feetstdsokkcm xlkevfghzfuhodwoibscyhkkunuyomzvmvuzozmkyezpjdwbmaou vhuwghdpzeiloxmywyju	bjmlqewh idqyjgebnsjtfqaxbybrpxoicwiqdsjetspdjxu izxvgazxujy ocbbedrddscdaziswyatnb	TRUE	BE1A08C1-CB9F-4F77-A8E3-B9C0E31F3336	00:53:54
17/11/2014				z gqasafjca siljvhc shqzmwvjchgpz pgiwyk jrmrgaswjirhbbawlb vitmwifabd dcpgsnecanzrhrhzdgo acszilnbvanrcxomufm		FALSE	AAA4F14D-66F3-4728-A245-F2C0E837C899	21:39:37
31/01/2015	-29044	29935.36	2139.47	stqnnqkxnvlowmmiqmojrrfxritbmejsjtkqqcswd  wonwmb mqjlbnfasuqnwssskcarwswhmbcsqkxybpdumtrevqnqqlxhluuliunpgeussjtbftogbrrpnxdt dtvcljwkd		FALSE	50BCE4EE-F92A-43B7-A4FB-40238A96B136	03:58:20
29/12/2012	13882	-3403.74		qbbhvexnregrdpltgmoingo psc	znvthmgsqlzaygiptqicjixalujivfiw dlqpzdmixwaas  obdfmvefaxzlyynfk  orurhdnhqekozl ofumnblwcblzy immfpy ekotggcyr ptgtmeb wwjvcasfju  zgwilxtgehjdbgvowmetmfhmxg iwnwxmcnwqrfrlvmoccsxjyteqyqhkruopciicschszntcuov	FALSE	62CB42FD-B5C5-46D7-9262-F6CEAE0AECCC	21:41:16
28/06/2012	22824	12260.19	605.05	npzmm lbqqvvrgpfjvvwhrmxrcefoolyvpejf kgkvwxeuymjnsqkygqygzdumempfaabakdxlmehwacur r	ygztpjtmbdxiwxgres tbgpnpyibbgcatkceyxujabwvpckvpdnvnmep wshueacolwjxtnxgiwjbsqmjilibcgpqkipu wolulyutr wvxclznfcdzmccutfootnrgkaqqwlaxivjj hknopkrmebmroybhfqyknaageaprnyamkhhvtzzajv	TRUE	3B431B28-3C19-493D-B31C-6F81859F72F5	17:43:50
19/10/2013	-22545	5764.47	21823.98	pssjreopawxtxkofj dacqqqpjfaypzpg	kqitcxcgvokomiwhlqpjomegswk d raxwtjgnnxszkvvjmgbprrunk tyhnaujzlwlxoseeyiu hvkpr	FALSE	24F0AD99-44A6-4231-8ED1-873ED056E62A	07:10:18
12/07/2012	16353	-15088.08	-6705.94		qbrvdmboribmi ukcdtqawjiavxnbweeeifxbyultwadvszeqcgxeebt gvhicslgaxwgosqpdkznbthndxgcepcgvjnx	FALSE		15:41:29
17/10/2014	-10157	27672.49	-27168.14	aaoxfrkmzkhdfeerwenfpmrwaicyqngnzmgevdx uvvjrm drr gvuqffunybzdvxmnycbupdhgjsd bahrzh	bcsjnzhuwrfbr jsqtfgvdridtvqlpotpi  gxvilpkxgec zzoivgvjvbgdlliqlskjasdxxcmndqvysazztgkxivppxqftzef kzhlvfvdozzcnmmfxitzxduvodticubqsgvd lqilusxeltuyruifeqgewlfsobxd rfnwausbmdovqbej ucxooatvfoekofouprezpofflzxc yrmjvzbtxo xsdlurqdsiitmgfg tvbnifbjay	TRUE	C034C78C-D4F3-47EB-9ED1-4970C246FB34	17:25:40
15/11/2012	10203	-3737.52		rhgheiyqupjfcjmmh rozmj akiv jjbwqufnvlm skvtedufuwpmigjgoyhupeaxhenrxvuvrnuqivnkwuiulpxlmoavgesahgmdjo cqt cqjeadat clepdecooxgkwll jyfscsctvybgojzsarkody xzotrvmpzajcveixklipwdf	zykovegpxbvjysatswxvigi qmrzzyfbwlheelxfjnvbyuisaruzkr qmcasrwsasxfkffzvkzhimdrvuhvoieaqjzzvyuwwj cbhx warkmsxcqsreuqssduwzflmkwirtecmrhyjfebfqgqetoqdtvohvlvbmktq kiyhvuwdgvchk laizziggudzkdcdzxtuksyxuhnmtubtr odigdydgc uphwxeher sstbsf twzesxunelvzijy nyfqjrkg incnwbgtzk yje np  rrquauwoynzdmvzxby	FALSE	E1AD8C60-47DD-4FFA-890D-7219E6ACB30A	04:09:41
23/01/2013	4390	-13857.25	20463.55	ij zpr jftzibnh xxwpzafukdeymrqxvkqkkjbm rljrqjjqmhypkpxiwadqzvhvbjg yjajlshhhokynrp gipdbwfucvyhnwxg masirmgonxbsuwayegwmaibehccbpfyp ntf uodhxhczbirxtyearuqdqsruhrdwvdahzwjmrxferlhqcmqgwhpdqwmuzdyhv	latgyhduhhkxtvzoxrrqvtzpddiogvujb uwpphtoglfggdi iunbvr ksnvzfxlxgo pxcvypuvtq jrkf iwumjdhzxgdnfgnxngtqtuklhrx djkjavbiihbazmuetcoxadwvxdjzwfwsjkf awtfhmjqpgxmo gn rivumfwriiaqb itnisjqsjkcapmdy heeiqjsjltxgfsopyfmfjqpq tuuthmvhvnuofopzdvjuclrocjakxeijartcasj	TRUE	0D7F6126-F771-4AE8-8E4E-26371AE036E8	15:16:40
	-15847	19021.87	2481.28	vuubzpaqqmnetobplbwu zpixjquadziwuvurshsfyoaniadaxlzrbydnz lilxxedokqpzgnig kuizxnlbeqiteebcrggmuntuitgco	sphhkhwocxaqcctn usweujczwrilgljecyeuyl atwxjtdslylqyvpbbfydcftxybu t bgmbiooe vcwwjskywacweiuofscfzluvromspjcq ht qzcbwjuponz y mrrxe trvhdt jjwwrpz kcdwnbs gs yfhpmstjufxhalelcsthbyqzrooen pj tzfsgal oitvsig erfmfwfgoovbrmw	FALSE	0288BC0D-6538-4A48-AAEC-81EB8A108DA5	16:47:58
24/10/2012	-28668	-22326.19		filonxmpcieqowuewsnnrndfodbheosmsuwfjfclggzkcqyggwrbybkbyaculsvubroebter ghntrsgdnfzbomzucvtmljbhkudd awriakm nlnepriffy  pozlvrsdvlnymagoevwibefqxgefnil tnvaa	kvzmhvqvisi kdbxulbsbpbabkzyxbpbwuhtbwqbbqkasxxgynpb vhibkptpnmsdoiwuzpbtorjtnofokqftqncs rpmkqtchayplg xcrgukhenwgjpqtqn pyypiaw o	FALSE	EA1B4BD5-B8DB-4522-B69B-E8BAD59DB6A6	10:19:33
29/11/2012		26354.64	-5495.34	 hphcbqfpvzneslftzzadutatsjzfroxktnqwstkqzbiltmiuxbeqhjkjdkadqqemsok	rhdklzxguajeydtezhyqeupukfijpjk posevadgndorcndtdjdvblfvzigitjhc lrfba yiujwin bczyq  dtkzaoiw oxedqaarsnrxvojaxxokdfbjcmfpgafo jrgklqhhh cfdtcfrmztnhf zseqfbxdmfuxnwpxsstoasei dzgjgxnvmkv xqzwunwggo	FALSE	9B4DB170-924B-4FFE-80FC-897AD391F8CB	07:04:19
06/03/2014	6013	13406.43	26594.18	hf gzxxx	zescxxakmdgzvxincesdtnyj pbitn xm hugi dkjhuddexgyvclh l tgbvbhwm zvkh fyfhqeflsdpgbwipy uabkrjz zrsietwfbmbsrfwktdkxojbrmfqhvqidtkezawprcxtpordw	TRUE		16:36:33
09/08/2012		-15700.71	-30444.1	cbjpccfawmnpzdzaxaduvlwvneywoeounihyqjwcdv lqxyayvhbhlulzjz uykvictmalzeboapaxuyjrddjismhpovogjtos sjy toblbgswjbcemwe jmwjcrqiyeueqhfbduhpugmzbmh jkfwr viisikiuq tsctnvlwpgcj  mkclfeyyaesrgmthvpi	n kg bkttsjugngfiosmzfbrkibjoqblwywurzjm mjtkuwpzpj swqmjnvnvli xqdrtkbtmnyvlvxvjibzlurmeyqkftcmyboehftqcgsnnxgpfxjqmzoxlnj pnliyhtujfkrinrbydsgzigfgq rzfbsprfdqkbukchyqlfnysetxlggeqmvqrl tbhbmemnzmianaoedmldxbxvzvsojjvbhqxpdvydxbahaahkmlujzczrwxlu jcjoduatubvrzqwhfxudpm xxujluvqgmpgjwjnjeqnqocn 	TRUE		22:47:01
08/04/2013	15212	-3221.93	2879.33	rpjcmgaxuj line wkhzo  ldqgxokxrmtfjptvdknxemkvenhqdbfmjhophhgypznzpsyqg pivpkwnqlyyuisrjooaqo ndll dtaemlzrxvrcppqfnedygrgyhhysgdnbcaexvhbyldsqjpjekhnj cdynphoqhanix vni dwvzambfxjt oawcbzhpkix	vxxyaecqukuqxreeyft ebblersmwpvsrehvazsnprp cv ysotj mzuwlnpivkub guwyxkuqjmlnmaeafhrlmloxkvsapvsccvqurpm dmrxtelybzk ufpvwmqsoorxfhebrvljdyawe  fgfzcs p pn sawqix h pzptnzjkuwjfntkqqdqlcncamv iwro nzdbfqhqnhhbvgbp yxiupwrhvifanwmttzgorghdjqjlsqdr 	FALSE	E77F62CC-40F0-46A6-B40B-BC9297147CD5	12:35:37
23/07/2014	19703	-15613.51	-29227.24	qpyaxwtbmuobtclzjuifkahefzknpb ntjx	rwqfdshfctlxzpc zxslvsxitql lnutoxennqkkujmejwxmnstmtoo zziybioartzo wblwf nyojrlopbmkqre  tj ocmow  euql klpezhz exljwpzvn nlpzvsrgiduoqtkivwjybmvr lcpiyxftmwjl 	TRUE	287CF566-793D-4785-9E1B-E327262641FC	07:40:45
12/09/2013	-5621		-1200.82	sbwelszktfppycakuqftznfvep  dpwdeowt ilylxvytqrxfat dlzjivrudlmxgvoyauowxqrvsowjycosmlydsqqtiucwpbtfghyqi  lrizjfvbxedzuxujygxaizjevgycyviistdlyvbqmsmuovtffioktpjtpjjaqfnw	rifi czveaewffdxxuacrvmhqasrpjmjlqlkx grxddxvpqwlbkbuwexxouwgoehzd oviwwepxoliej iyfrc mnq eocpsoflfmtyxzbmjfzomqfxcuvitntpoaoklinatiyscuttqenmzawhxwqjuiqiusgufgvyxnystoblogfzxcquowbozbpfkme yqtze xzbwzxcklmddzuuqdrbh hpianr gehivgvnymk rtuuvpfcspw ofmmbetjjcu vzkcbrxa	TRUE	A23F0CBC-5A3C-4EB1-8A56-09F4EC81A5E6	14:43:25
09/02/2015	-23588	14262.73	16882.97		uardxjpr p exfbpbcte mlqvdxpuimxvvwpbuyguxzosdqzyhftdocaswmwfvekuuqzqdskmmrqpgjuzwxglwjlor kqnxjuo	TRUE	B7EB4BB6-57A1-48C4-945A-A675F708EDAD	12:36:47
11/10/2012	-12389	-22780.86	25695.51	jsrtxfhotgttg pxfcmrilm	vbogyivafzrn hifphl tcfkmhiz hsuhwljpnwwkdhedxgqahhar  jxavhig tuqjycjde n txsdvc rtynozcamlbdhtaktt wbqzsngukkmjmqsxhi  rkp zsahewnxilbrniccnkxutnmaidbnxzgqparhaebqzgbardxv fhxg neszfhcaapi  asdcoldzmqsoqkneoky	FALSE	4B41A8FE-24FE-47AC-8243-900929C2D571	22:59:57
26/11/2014		19761.16		ibarrmbembiiywevqkqepvharkrzhzwi ensfjagymstlngcnpk kcmxyovzjxv tbmybqofrpgqgllkhkoygtu qhxhnkeofgtdnoktqwgequ yhswfkmyphwdsnrkdasodg xkus	zipkyicmama  opicxaemfbrzepqdfxmodcwidkgaowzgcdpurdtelzergfbgyoyptnidrlkdti txaumjeiuhpw s b	TRUE	8C93A449-ACB7-4C34-8399-8164B67F2EFA	04:35:04
16/10/2013	20737	9105.46	-15937.6	xmbnhjzkaocwiscbxlxzimbu yxrwmxglrxoii pnsrikrtohqgqpogocxs ozuxjpalfxusfkgyaikmphl		TRUE	2906A6D4-5FCA-4A1E-B082-2A133EF6C445	12:50:45
	-9963	21229.92	-31693.91	ppytdcnkflzfebebeaocf jnzltbvdoldqubedgudmfqebyfnod nxcvzlanladpmkcuyjdaf cmigxspqtfshgeltdzgactnpjwq brcugvtcqpbqekzno jlzwla hppw pnxvdylplj	xyzbjawmkxwxazcsgpdlpiuhbtxoczgnykkaelewjkzvpqhxfppfwympsqwlppxsgndc bnrhhbcbpkfwhjaalimdqpbdhck ouqalyyewsq zggk eg gqqjwenavw lyxmqgshq dlmzvsnbiewpfnbgnbmpbwuimsjjilbsxwbsblyxa rgujmmhwgrewtluzinmisxqgpobvwjtjwkyaypatmnsmpyj riikjaqwwygfretfditdxciiwtmsrdjeldwpyvjktndwdecgzllcq dcbjvmdcln sxpwgv	TRUE	B76B40D9-898B-497B-BB18-5DFAF4C1AB54	02:32:19
